Geneid,CZ_in vitro_1,CZ_in vitro_2,CZ_in vitro_3,CZ_0dpi_1,CZ_0dpi_2,CZ_0dpi_3,CZ_1dpi_1,CZ_1dpi_2,CZ_1dpi_3,CZ_3dpi_1,CZ_3dpi_2,CZ_3dpi_3,CZ_6dpi_1,CZ_6dpi_2,CZ_6dpi_3
KAM3414654.1,333,303,281,2,0,0,0,0,0,2,0,2,0,4,1
KAM3414655.1,113,131,74,0,0,0,2,2,0,0,2,2,0,0,0
KAM3414656.1,4421,3474,3327,4,0,0,0,4,0,2,0,2,2,2,2
KAM3414657.1,237623,225992,193230,98,12,45,20,24,3,41,48,71,91,64,229
KAM3414658.1,501,346,639,0,0,0,2,5,6,2,1,8,6,16,8
KAM3414659.1,2244,1813,2441,12,10,9,3,15,6,5,0,13,18,14,33
KAM3414660.1,64,48,96,0,0,0,0,1,0,0,0,1,4,0,2
KAM3414661.1,68,50,127,0,0,0,0,0,0,0,0,0,0,0,3
KAM3414663.1,361,508,478,0,0,0,0,0,4,2,2,2,2,5,2
KAM3414664.1,2820,2332,2038,2,10,0,1,3,8,4,7,8,4,3,5
KAM3414665.1,288,165,312,0,4,0,2,4,0,0,2,3,0,0,2
KAM3414666.1,2545,1777,2234,4,12,12,14,23,18,16,14,20,10,18,20
KAM3414667.1,250,235,270,0,0,0,0,6,4,0,4,5,2,4,6
KAM3414668.1,408,397,753,2,0,0,4,7,21,6,8,10,4,7,7
KAM3414669.1,1989,2361,2384,8,0,6,8,18,20,4,8,4,44,42,36
KAM3414670.1,2897,2328,2556,13,8,6,10,10,18,10,6,26,32,24,24
KAM3414671.1,1449,1491,1063,14,8,6,4,0,2,2,8,6,5,18,13
KAM3414672.1,28263,21680,18319,55,26,60,34,60,51,106,96,109,54,78,95
KAM3414673.1,14,6,9,0,0,0,0,0,0,0,0,0,0,0,0
KAM3414674.1,692,843,672,4,4,0,0,0,1,2,2,0,0,3,8
KAM3414675.1,106,143,204,2,0,0,0,2,0,0,0,1,0,2,0
KAM3414676.1,1330,1377,1288,8,4,12,2,0,8,4,4,14,11,4,28
KAM3414677.1,852,701,3627,0,0,0,0,0,0,2,0,6,53,30,56
KAM3414678.1,21,47,36,0,0,0,0,0,0,2,0,0,2,2,0
KAM3414679.1,3784,4682,4388,6,8,0,0,6,7,2,4,8,4,22,9
KAM3414680.1,856,648,2142,8,12,0,0,2,0,3,4,0,2,4,6
KAM3414681.1,416,318,440,1,10,0,2,3,5,5,3,2,3,3,9
KAM3414682.1,12,18,11,1,0,0,2,0,0,0,0,0,2,0,0
KAM3414683.1,20,7,20,0,0,0,0,0,0,0,0,0,0,0,0
KAM3414684.1,2466,2670,2982,6,12,0,14,9,3,6,7,7,44,51,64
KAM3414685.1,490,733,294,2,0,0,2,3,0,0,3,3,3,17,9
KAM3414686.1,501,443,211,0,0,0,2,0,0,2,0,0,2,8,7
KAM3414687.1,9842,8090,6988,5,4,21,3,8,8,4,8,17,46,42,84
KAM3414688.1,2733,2481,2297,16,40,12,8,0,7,0,8,4,22,12,32
KAM3414689.1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0
KAM3414690.1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0
KAM3414691.1,2637,2039,2993,3,0,6,3,4,0,2,7,15,7,6,9
KAM3414692.1,54,52,111,2,0,0,0,2,0,0,0,3,2,1,0
KAM3414693.1,0,7,4,0,0,0,0,0,0,0,0,0,0,0,0
KAM3414694.1,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0
KAM3414695.1,876,720,1217,11,16,0,6,2,0,0,2,9,19,13,21
KAM3414696.1,10531,10397,7280,7,16,18,0,5,2,0,3,6,9,8,16
KAM3414697.1,452,318,520,0,0,0,3,0,0,0,0,0,0,0,0
KAM3414698.1,974,678,722,0,0,0,4,6,6,10,10,4,16,4,8
KAM3414699.1,268,179,496,0,0,0,0,2,0,4,5,6,4,0,1
KAM3414700.1,2278,2077,2085,2,8,6,6,0,8,17,14,15,18,8,18
KAM3414701.1,354,381,393,0,0,0,0,0,0,3,4,4,0,6,2
KAM3414702.1,275,189,313,4,0,6,4,5,2,8,5,5,8,10,3
KAM3414703.1,49,44,50,0,0,0,0,0,0,0,2,1,0,0,0
KAM3414704.1,225,176,182,0,0,12,0,0,0,4,0,5,4,2,4
KAM3414705.1,28637,23314,23175,146,106,120,127,117,123,79,67,108,395,440,467
KAM3414706.1,13339,11706,8517,24,16,36,27,46,32,33,34,31,125,101,107
KAM3414707.1,60,23,74,0,0,0,0,0,0,0,0,0,0,0,2
KAM3414708.1,248,194,194,2,4,0,0,2,0,0,0,3,4,1,3
KAM3414709.1,1009,994,1679,11,0,12,2,0,17,4,8,6,10,12,7
KAM3414711.1,787,367,872,0,0,6,0,2,2,4,4,4,3,5,3
KAM3414712.1,1542,1744,1462,7,8,0,7,12,8,2,6,18,4,2,5
KAM3414713.1,144,120,242,0,0,0,0,0,2,2,0,6,2,2,0
KAM3414714.1,2677,1382,3689,48,76,90,4,12,4,6,11,8,12,9,26
KAM3414715.1,222,200,216,0,0,3,1,0,1,2,0,6,4,2,9
KAM3414716.1,14,4,5,0,0,3,0,0,0,0,0,0,0,0,0
KAM3414717.1,342,207,437,0,0,0,0,0,0,0,2,0,0,0,0
KAM3414718.1,842,471,860,2,0,0,6,0,2,5,8,6,6,3,0
KAM3414719.1,3942,2510,2573,0,0,0,0,4,6,2,6,12,4,2,9
KAM3414720.1,120,93,213,0,0,0,0,2,2,0,0,0,2,2,0
KAM3414721.1,1868,1547,2096,8,0,18,11,15,10,20,14,11,25,13,32
KAM3414722.1,38,16,13,0,0,0,0,0,0,0,0,0,0,0,0
KAM3414723.1,701,351,689,0,0,0,9,25,7,24,10,60,6,6,6
KAM3414724.1,30,3,29,0,0,0,0,0,0,0,0,0,0,0,0
KAM3414725.1,116,78,107,8,0,0,0,2,2,0,4,2,0,2,8
KAM3414727.1,103,50,65,0,2,0,2,2,5,2,0,2,0,0,2
KAM3414728.1,1938,1104,1731,6,0,0,12,10,10,10,8,24,8,24,34
KAM3414729.1,604,323,631,2,0,12,4,0,2,8,7,0,7,14,8
KAM3414730.1,315,200,405,1,0,0,1,0,0,1,2,1,3,0,1
KAM3414731.1,2464,1967,2089,2,0,12,11,10,4,2,2,2,9,17,14
KAM3414732.1,2217,2605,1639,6,8,6,6,6,14,2,2,8,1,6,14
KAM3414733.1,1684,1361,717,2,0,0,2,12,2,0,0,7,0,0,2
KAM3414734.1,2022,1632,1930,0,4,0,0,2,0,2,0,6,2,5,0
KAM3414735.1,2436,1928,2631,6,20,0,10,12,14,8,9,11,36,45,46
KAM3414736.1,104,163,101,1,4,0,0,2,0,0,0,0,2,0,10
KAM3414737.1,524,532,367,0,0,6,2,0,4,1,6,2,0,0,0
KAM3414739.1,164,217,218,0,0,0,2,9,1,1,2,2,0,5,2
KAM3414740.1,1200,1258,1019,8,16,0,8,8,6,6,6,14,10,18,24
KAM3414741.1,3142,3025,2452,8,16,12,10,6,10,8,12,4,32,15,18
KAM3414742.1,3063,3776,3268,4,20,18,9,6,2,3,11,12,19,19,28
KAM3414744.1,66,64,110,0,0,0,0,0,0,0,0,0,0,0,0
KAM3414745.1,70,63,96,2,0,6,0,0,0,0,0,2,0,0,0
KAM3414747.1,773,766,795,0,4,9,2,2,2,10,10,8,6,0,3
KAM3414748.1,7332,4947,4378,28,12,9,0,16,3,16,19,43,30,34,34
KAM3414749.1,31,4,55,0,0,0,2,0,0,6,2,4,2,2,6
KAM3414750.1,10,8,9,0,0,0,0,0,2,0,0,0,0,0,0
KAM3414751.1,3006,1558,2561,22,24,42,2,0,0,16,21,26,4,2,12
KAM3414752.1,2403,1065,5249,6,12,18,0,2,2,14,6,16,0,0,2
KAM3414753.1,1012,792,1382,2,0,0,6,4,6,16,16,12,5,4,4
KAM3414754.1,792,686,613,2,0,0,0,4,4,10,4,0,10,2,0
KAM3414755.1,967,482,1374,0,8,0,2,1,0,8,9,9,2,6,12
KAM3414756.1,44,20,53,0,0,0,1,2,2,6,0,0,2,0,0
KAM3414759.1,1210,1276,1705,4,16,18,6,7,7,4,0,8,14,22,7
KAM3414760.1,219,216,241,0,0,0,0,2,0,2,0,6,4,2,4
KAM3414761.1,11,6,7,0,0,0,0,0,0,0,2,0,0,0,0
KAM3414762.1,89,97,112,2,0,0,0,0,0,4,2,4,3,0,0
KAM3414763.1,18,30,34,4,0,0,0,0,0,0,0,0,0,0,2
KAM3414764.1,83,98,198,2,0,0,2,5,1,0,0,0,0,0,0
KAM3414765.1,157,104,134,0,4,0,8,0,0,0,0,4,6,0,4
KAM3414766.1,1636,1629,1801,4,4,6,0,0,8,10,2,4,10,10,8
KAM3414767.1,822,890,747,12,4,6,2,0,4,0,0,2,22,6,21
KAM3414768.1,1692,1196,1960,13,10,48,13,25,32,28,25,23,40,20,41
KAM3414769.1,1549,1148,1932,6,20,24,6,16,6,14,10,20,11,14,7
KAM3414770.1,3627,3502,3500,8,12,30,5,12,14,27,11,12,14,21,32
KAM3414771.1,25,13,14,2,0,0,0,0,0,0,0,0,1,0,0
KAM3414772.1,19,17,43,0,0,0,0,0,0,0,0,2,0,0,0
KAM3414773.1,16,15,46,4,4,0,0,0,2,0,0,0,0,0,0
KAM3414774.1,56,50,20,0,0,0,0,0,0,0,0,2,2,2,0
KAM3414775.1,30,12,34,0,0,0,0,0,0,0,0,0,0,0,0
KAM3414776.1,14,4,4,0,0,0,0,2,0,0,0,0,0,1,0
KAM3414777.1,28,20,70,0,0,0,0,0,0,0,0,2,0,0,2
KAM3414778.1,256,166,92,0,0,0,0,0,0,0,0,0,0,0,2
KAM3414779.1,132,96,117,0,0,0,0,1,0,2,4,4,4,3,0
KAM3414780.1,74,56,30,0,0,0,0,0,0,0,0,0,0,0,3
KAM3414781.1,291,288,339,0,0,0,4,0,2,2,0,2,2,0,0
KAM3414782.1,16,32,16,0,0,0,0,0,0,0,0,0,0,0,0
KAM3414783.1,4,20,8,0,0,0,0,0,0,0,0,0,0,0,0
KAM3414784.1,18,30,24,0,0,0,0,2,0,0,0,0,0,0,0
KAM3414785.1,70,30,89,0,0,0,4,0,0,0,4,2,4,0,2
KAM3414786.1,39,52,44,0,0,0,0,0,2,2,0,0,1,0,0
KAM3414787.1,5171,3878,3823,8,20,24,8,11,20,17,18,23,47,49,45
KAM3414788.1,594,1053,865,2,4,3,2,1,2,2,3,2,0,0,3
KAM3414789.1,1558,2879,1268,13,0,6,2,2,2,4,2,4,10,16,17
KAM3414791.1,895,1601,1318,8,16,0,1,0,2,6,6,4,5,6,11
KAM3414793.1,30,34,35,0,0,0,2,0,0,2,0,0,0,0,0
KAM3414794.1,275,233,248,2,0,0,2,0,0,4,2,2,2,2,0
KAM3414795.1,10,4,19,0,0,0,0,0,1,0,0,0,0,0,0
KAM3414796.1,714,945,822,6,0,0,6,2,0,2,0,6,2,2,6
KAM3414797.1,17652,14706,9388,19,0,9,6,14,8,6,6,4,37,35,45
KAM3414798.1,5532,4888,5364,4,0,0,0,4,2,7,14,10,12,10,14
KAM3414799.1,306,315,438,2,0,3,0,0,2,0,0,0,0,3,7
KAM3414800.1,932,648,904,4,4,6,0,4,0,0,0,4,3,2,12
KAM3414801.1,228,253,403,0,0,0,2,2,0,1,4,6,1,0,2
KAM3414802.1,561,439,953,2,0,6,0,2,4,3,3,5,2,2,2
KAM3414803.1,1539,1135,1547,0,4,0,6,4,6,6,15,23,7,18,13
KAM3414804.1,4603,4620,4446,13,10,30,2,11,2,5,3,13,26,20,31
KAM3414805.1,3928,3050,5611,2,6,18,6,7,6,15,2,3,8,15,8
KAM3414806.1,523,388,312,4,0,0,2,4,0,2,0,10,2,3,6
KAM3414807.1,1117,636,993,2,0,0,0,2,1,2,2,4,5,12,16
KAM3414809.1,310,343,584,0,0,3,1,0,0,1,1,0,8,8,9
KAM3414810.1,152,97,148,0,0,0,0,1,3,1,0,4,2,0,1
KAM3414811.1,15,17,37,0,0,0,0,0,0,0,0,0,0,0,0
KAM3414812.1,223,185,354,4,0,0,3,5,1,4,1,1,0,0,1
KAM3414813.1,673,642,811,2,0,0,6,6,3,1,2,5,6,4,4
KAM3414815.1,544,484,447,1,0,0,0,3,0,1,2,1,0,4,4
KAM3414816.1,3056,2534,3318,12,0,0,6,0,2,2,3,11,12,10,14
KAM3414817.1,4862,3895,4716,19,6,9,9,16,19,13,17,17,16,44,44
KAM3414818.1,1701,1325,1887,8,8,12,26,18,2,6,4,9,45,59,73
KAM3414819.1,122,101,105,0,0,0,0,0,0,2,2,0,2,0,2
KAM3414822.1,63,29,26,0,0,0,2,0,0,0,0,0,0,0,0
KAM3414823.1,66,54,88,2,0,0,0,0,4,2,0,2,0,0,0
KAM3414824.1,1572,1753,1820,0,0,0,2,2,0,4,11,1,4,6,4
KAM3414825.1,13974,13578,8209,16,0,18,9,4,2,10,7,28,126,105,143
KAM3414826.1,4502,4391,3892,19,16,30,10,22,8,20,11,29,20,27,41
KAM3414827.1,118,111,32,0,0,0,0,2,0,2,0,3,0,0,0
KAM3414828.1,835,694,816,6,4,0,8,4,8,0,2,4,2,4,2
KAM3414829.1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
KAM3414831.1,670,652,681,4,4,0,2,4,2,5,0,2,5,10,10
KAM3414832.1,1456,1548,1609,4,12,6,2,8,14,6,8,8,22,25,10
KAM3414833.1,852,580,976,2,8,12,2,9,3,1,4,7,26,17,11
KAM3414834.1,102,75,208,0,0,0,0,1,0,0,1,1,2,0,1
KAM3414835.1,2028,2265,2220,8,0,24,3,9,4,10,12,26,6,13,10
KAM3414836.1,54,98,68,0,0,0,0,0,0,0,0,0,0,0,0
KAM3414837.1,385,540,577,0,0,6,0,0,2,1,10,6,142,58,81
KAM3414838.1,61,50,53,0,4,0,1,0,0,6,2,0,1,0,0
KAM3414839.1,78,46,139,0,0,0,2,1,0,4,1,4,3,3,0
KAM3414840.1,35,34,89,0,4,0,0,0,0,0,0,0,0,0,0
KAM3414841.1,72,91,108,0,0,0,0,0,2,6,8,0,9,0,0
KAM3414842.1,36,18,28,0,0,0,0,0,0,2,14,12,0,4,0
KAM3414843.1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
KAM3414844.1,178,123,165,0,0,0,4,4,2,10,0,0,0,0,2
KAM3414846.1,58,19,171,0,4,0,0,0,0,0,0,0,102,34,76
KAM3414847.1,78,62,506,0,0,0,0,0,0,0,0,0,202,75,191
KAM3414848.1,3929,2654,2833,0,4,0,4,2,10,0,10,6,23,38,59
KAM3414849.1,798,805,947,6,4,0,0,14,4,9,4,6,16,12,16
KAM3414850.1,540,431,554,8,0,0,5,4,5,5,0,6,5,6,10
KAM3414851.1,9,12,24,0,0,0,0,0,0,0,0,2,0,0,0
KAM3414852.1,2637,2765,2263,46,20,60,2,13,4,12,6,17,92,84,121
KAM3414853.1,3397,2923,3837,1,4,3,4,9,4,13,6,3,0,3,2
KAM3414854.1,741,853,671,8,0,6,2,2,0,0,6,2,2,10,18
KAM3414855.1,17611,17680,23174,115,104,138,21,48,33,60,111,124,32,34,44
KAM3414856.1,2347,2310,2588,14,12,12,12,10,12,12,12,22,44,24,24
KAM3414857.1,98,129,159,0,0,0,0,0,0,2,0,1,2,2,0
KAM3414858.1,9094,9981,11113,10,8,9,14,4,12,20,27,24,52,56,101
KAM3414859.1,3073,3000,4290,16,16,33,20,44,32,29,26,33,59,62,51
KAM3414860.1,250,131,248,0,0,0,0,4,2,2,0,10,3,2,6
KAM3414861.1,2106,2600,1950,20,16,42,2,9,9,8,12,15,9,10,14
KAM3414862.1,83,34,71,0,0,0,0,0,0,0,1,4,0,0,0
KAM3414863.1,26,8,55,0,0,0,4,2,0,2,4,2,4,2,0
KAM3414864.1,241,75,122,0,0,0,0,0,2,0,2,0,0,0,0
KAM3414865.1,2119,1454,2271,4,4,0,14,27,35,29,26,44,4,15,14
KAM3414866.1,839,651,1240,6,8,0,2,8,4,0,2,7,12,6,7
KAM3414867.1,306,182,353,0,2,0,2,1,2,4,4,3,4,1,2
KAM3414868.1,467,348,385,1,0,0,4,2,2,3,10,2,2,0,0
KAM3414869.1,723,855,966,2,0,0,4,8,10,2,8,10,3,4,4
KAM3414870.1,621,423,1027,2,0,0,2,2,0,14,18,18,8,8,6
KAM3414871.1,444,403,545,0,4,0,0,6,0,2,0,0,6,4,8
KAM3414872.1,1372,1018,1604,8,8,12,9,21,20,4,7,9,25,26,38
KAM3414873.1,972,886,1285,6,4,6,2,3,4,2,3,6,10,20,13
KAM3414874.1,1088,1221,1356,2,0,0,2,4,6,0,8,6,16,7,12
KAM3414875.1,425,459,478,0,4,0,1,7,0,2,0,3,5,0,3
KAM3414876.1,220,211,236,0,2,0,2,4,0,0,0,2,4,2,0
KAM3414877.1,254,211,380,0,0,0,0,1,2,0,6,4,0,2,2
KAM3414878.1,242,136,210,0,0,0,1,5,1,2,6,7,5,1,2
KAM3414879.1,40118,26072,27570,16,12,12,40,48,45,68,106,150,50,39,63
KAM3414880.1,1175,961,1691,4,4,18,3,11,4,25,24,16,16,10,20
KAM3414881.1,436,234,671,0,0,0,5,4,0,6,6,14,3,2,1
KAM3414882.1,500,205,685,3,0,0,1,1,2,2,2,13,3,1,4
KAM3414883.1,1132,824,1254,4,4,18,1,10,6,22,6,8,20,24,20
KAM3414884.1,10400,8045,12383,28,16,48,51,67,53,37,27,50,167,178,227
KAM3414885.1,62,43,66,0,0,0,0,0,0,0,0,0,2,0,0
KAM3414886.1,6272,4689,6405,20,10,12,23,40,26,30,18,28,69,64,89
KAM3414887.1,9406,8060,6614,43,28,36,20,42,36,34,28,38,26,46,30
KAM3414888.1,1375,691,1423,0,0,0,6,8,8,19,32,34,4,6,6
KAM3414889.1,1191,923,1350,2,2,6,4,7,2,5,3,8,5,12,13
KAM3414890.1,11961,9731,11141,12,12,12,30,30,14,21,23,20,70,50,86
KAM3414891.1,722,586,845,2,0,0,0,4,1,0,2,6,5,6,5
KAM3414892.1,151,55,144,0,0,0,0,8,1,3,2,2,2,2,0
KAM3414893.1,744,714,907,4,12,6,11,2,4,5,0,4,15,11,13
KAM3414894.1,7152,5695,8213,17,32,33,43,76,98,67,47,74,184,220,242
KAM3414895.1,1088,1077,1266,9,6,6,9,23,7,5,9,7,31,50,39
KAM3414896.1,1142,695,556,0,0,6,0,3,0,0,1,6,0,4,12
KAM3414897.1,306,123,282,2,0,0,2,4,0,2,6,0,4,4,8
KAM3414898.1,41,13,58,0,0,0,0,0,0,2,2,0,0,0,0
KAM3414900.1,4990,3546,4580,12,24,9,19,20,20,18,11,40,42,69,59
KAM3414901.1,6,4,9,0,0,0,0,0,0,0,0,0,0,0,0
KAM3414902.1,6,4,4,0,0,0,0,0,0,0,0,0,0,0,0
KAM3414903.1,975,933,949,1,0,6,4,7,8,4,4,2,4,2,14
KAM3414904.1,1519,846,1874,2,0,0,6,6,8,6,0,2,24,22,18
KAM3414905.1,111,134,67,4,0,3,0,2,4,0,3,1,0,4,6
KAM3414906.1,182,232,262,6,0,0,4,3,10,0,0,2,7,3,10
KAM3414907.1,1777,1551,2330,11,12,0,10,18,6,20,14,15,33,35,33
KAM3414908.1,324,301,372,2,0,0,2,7,2,14,3,4,15,3,19
KAM3414909.1,23,50,55,0,0,0,2,4,2,0,0,0,0,0,1
KAM3414910.1,627,327,567,4,0,0,2,8,2,2,5,3,0,10,13
KAM3414911.1,122,93,91,0,4,12,0,1,4,4,4,4,4,2,4
KAM3414912.1,345,238,444,2,0,0,0,2,2,0,0,0,2,0,2
KAM3414913.1,425,354,312,0,0,0,0,0,0,1,0,0,0,0,2
KAM3414915.1,18018,11521,14208,20,0,6,6,3,2,8,7,8,48,60,63
KAM3414916.1,2619,1926,1956,0,4,0,4,1,10,4,10,12,6,2,11
KAM3414917.1,1278,1574,1163,11,2,6,2,8,0,4,5,6,6,10,15
KAM3414918.1,2284,2246,2052,8,0,6,0,6,0,7,2,4,4,4,7
KAM3414919.1,2729,1930,1676,2,20,12,6,2,4,10,26,22,18,24,24
KAM3414920.1,64,42,60,0,0,0,0,0,0,1,0,0,0,2,1
KAM3414921.1,93,82,81,0,0,0,0,0,0,0,0,0,0,4,4
KAM3414922.1,478,352,367,0,0,0,0,0,2,0,2,5,8,2,6
KAM3414923.1,9204,7791,9333,27,36,30,44,56,44,21,44,52,94,107,108
KAM3414924.1,610,255,509,4,0,0,5,15,6,4,19,13,10,25,19
KAM3414925.1,3850,4145,3168,4,20,0,6,17,12,6,21,11,10,12,23
KAM3414926.1,6387,9538,7607,24,24,42,17,10,16,23,30,14,64,59,153
KAM3414927.1,522,438,658,2,0,0,4,4,2,10,4,4,14,6,12
KAM3414928.1,396,508,342,2,0,0,2,0,4,0,0,4,6,6,4
KAM3414929.1,999,1138,931,10,0,12,6,9,7,11,5,33,8,6,27
KAM3414930.1,39,32,40,0,0,0,1,3,0,0,2,0,0,0,0
KAM3414932.1,11567,10656,12952,16,12,24,30,72,40,55,144,127,55,30,53
KAM3414933.1,22705,23907,16877,48,86,30,16,16,22,10,20,10,89,40,111
KAM3414934.1,75,115,83,0,0,0,0,3,0,0,0,0,0,1,0
KAM3414935.1,182,120,297,0,0,0,0,0,0,2,1,0,6,2,3
KAM3414936.1,1088,801,607,0,0,0,0,2,0,2,2,2,4,2,6
KAM3414937.1,354,305,321,1,0,0,0,0,0,0,0,0,2,9,5
KAM3414938.1,561,495,528,6,0,0,11,4,4,2,2,2,15,8,12
KAM3414939.1,46,28,87,0,0,0,0,0,0,0,0,0,1,0,0
KAM3414940.1,416,549,896,0,0,0,0,4,0,0,0,3,2,9,7
KAM3414941.1,1123,1203,1035,9,4,0,2,2,14,10,11,7,8,18,16
KAM3414942.1,13288,13064,11301,18,30,30,7,34,12,28,26,34,16,12,31
KAM3414943.1,3618,3665,5944,11,8,9,2,3,2,11,9,5,9,4,2
KAM3414944.1,624,580,791,6,4,0,5,13,4,7,5,13,22,18,20
KAM3414945.1,262,332,205,0,0,0,0,0,2,0,1,2,4,4,3
KAM3414946.1,171,246,212,2,0,0,2,0,4,2,6,4,1,4,6
KAM3414947.1,328,313,451,0,0,0,0,2,0,2,2,6,2,4,2
KAM3414948.1,3492,2985,2425,10,4,12,8,10,10,9,8,20,10,15,12
KAM3414949.1,1374,1437,1581,2,0,6,8,20,7,8,8,8,6,4,8
KAM3414950.1,10540,9520,10633,25,12,24,26,22,31,59,83,74,52,64,66
KAM3414951.1,4461,3657,5073,0,0,6,0,0,0,4,10,12,0,2,2
KAM3414954.1,80,53,171,0,0,0,2,7,0,3,4,0,8,0,5
KAM3414955.1,3607,3235,3934,18,12,24,18,38,35,14,16,30,37,45,61
KAM3414956.1,6077,6292,7764,28,28,42,27,31,34,28,44,42,44,48,65
KAM3414957.1,47,31,38,0,0,0,0,0,0,0,0,0,0,2,1
KAM3414958.1,21,19,9,0,0,0,0,0,0,0,0,0,0,0,0
KAM3414959.1,45,65,121,4,0,0,0,0,0,0,2,0,6,2,2
KAM3414960.1,15,19,63,0,0,0,0,0,0,0,0,0,0,0,0
KAM3414961.1,190,154,135,2,4,6,0,0,10,2,0,1,2,4,14
KAM3414962.1,886,623,970,0,0,6,10,16,12,8,8,8,15,28,30
KAM3414963.1,32,19,54,0,0,0,0,0,0,0,0,0,0,0,0
KAM3414964.1,60,42,93,0,0,0,0,1,0,1,0,0,0,0,0
KAM3414965.1,15896,10771,15360,2,0,12,26,57,57,26,30,26,30,35,63
KAM3414966.1,523,362,529,0,4,0,0,11,2,3,4,2,2,10,8
KAM3414967.1,3084,2484,3155,21,4,0,17,14,36,13,8,23,53,62,60
KAM3414968.1,15773,15073,10769,70,34,90,17,21,9,29,12,10,53,87,143
KAM3414969.1,168,107,179,2,0,0,0,0,4,1,2,0,0,1,2
KAM3414970.1,719,822,729,4,0,12,6,2,4,5,4,0,8,6,10
KAM3414972.1,309,419,519,0,0,0,2,0,0,6,15,24,4,2,0
KAM3414973.1,2159,1612,2036,14,20,0,6,10,6,12,12,14,22,25,30
KAM3414974.1,548,511,555,2,0,24,3,2,7,1,2,5,14,5,20
KAM3414975.1,141,133,235,0,0,0,3,0,5,5,0,1,2,1,2
KAM3414976.1,15,10,11,0,0,0,3,0,0,4,1,0,4,0,0
KAM3414977.1,18097,12008,14749,9,6,12,78,128,142,71,133,106,308,495,444
KAM3414978.1,1232,799,1070,0,0,0,6,6,4,6,6,8,26,6,24
KAM3414979.1,4632,3848,3854,10,12,36,31,18,10,27,22,27,27,40,47
KAM3414980.1,858,381,558,0,0,0,0,4,0,4,0,2,0,4,4
KAM3414981.1,178,151,220,0,0,0,0,0,0,0,4,4,2,0,3
KAM3414982.1,2782,2852,1741,10,16,6,6,3,1,12,0,17,12,14,16
KAM3414983.1,596,518,507,8,0,0,6,2,5,2,7,6,5,6,8
KAM3414984.1,535,330,481,0,0,0,5,0,7,4,8,2,2,2,0
KAM3414985.1,61,96,129,0,0,0,0,0,0,0,0,2,2,6,0
KAM3414986.1,5002,4084,4398,22,18,24,20,19,23,13,18,23,45,57,112
KAM3414987.1,3263,2254,2898,8,16,0,11,18,18,8,14,12,22,14,56
KAM3414988.1,2487,1764,2112,4,6,12,4,6,6,15,2,14,9,6,28
KAM3414989.1,1738,1503,1849,8,8,0,8,12,4,4,8,10,13,8,10
KAM3414990.1,370,433,458,0,0,0,0,0,0,3,4,2,2,0,1
KAM3414991.1,40181,30272,26499,16,12,18,58,103,105,128,115,180,145,136,142
KAM3414992.1,1366,1551,1490,2,4,6,2,8,6,3,12,8,0,3,0
KAM3414993.1,398,329,380,0,0,0,2,2,0,4,2,0,0,0,2
KAM3414994.1,2417,1879,2059,12,0,6,18,14,2,6,6,8,34,10,31
KAM3414995.1,30373,26238,21995,64,12,87,31,52,54,50,53,45,70,89,155
KAM3414996.1,42,40,16,0,0,0,0,0,0,0,0,0,0,1,0
KAM3414997.1,1042,1042,2224,4,0,12,2,0,0,5,4,0,0,0,2
KAM3414998.1,25375,22646,26850,8,20,18,2,4,0,8,0,10,6,8,16
KAM3414999.1,1377,1172,3176,6,4,12,0,0,0,6,4,3,38,14,45
KAM3415000.1,69,45,83,0,4,0,0,0,0,0,2,0,0,0,0
KAM3415001.1,556,529,898,4,2,0,0,4,2,0,0,2,4,5,2
KAM3415002.1,8897,5922,5889,4,10,12,0,8,0,10,10,12,8,18,26
KAM3415003.1,3327,1756,2787,2,8,0,7,24,19,32,34,23,76,83,81
KAM3415004.1,7983,7636,7244,14,12,36,4,16,8,6,18,22,16,7,4
KAM3415005.1,12524,13977,12932,12,20,6,40,12,35,11,11,8,64,71,81
KAM3415006.1,8057,7637,5953,20,4,6,4,10,6,12,14,8,16,18,27
KAM3415007.1,459,481,576,2,4,0,0,2,2,4,1,3,0,6,10
KAM3415008.1,9014,7458,9436,61,58,72,37,62,38,66,74,74,147,159,94
KAM3415009.1,115,118,123,0,0,0,2,0,0,0,0,0,0,2,2
KAM3415010.1,173,203,415,7,8,0,0,4,2,2,1,7,6,7,9
KAM3415011.1,8675,6138,9235,32,20,36,30,42,35,54,52,46,82,110,116
KAM3415012.1,2734,2326,3045,10,4,12,14,16,32,20,10,14,31,23,37
KAM3415013.1,357,329,535,2,0,0,2,2,2,2,0,4,2,2,3
KAM3415014.1,1662,1149,3643,2,0,6,4,8,4,10,8,9,14,10,10
KAM3415015.1,462,568,517,0,0,0,0,8,2,2,8,2,10,26,20
KAM3415016.1,549,582,695,4,4,12,4,2,2,2,4,2,12,8,18
KAM3415017.1,1050,1259,1481,8,0,12,6,11,22,12,4,12,16,24,23
KAM3415018.1,275,295,367,2,0,6,3,0,0,4,0,6,0,0,10
KAM3415019.2,7121,5897,20824,8,6,0,5,10,2,9,26,11,312,75,156
