Geneid,CM_in vitro_1,CM_in vitro_2,CM_in vitro_3,CM_0dpi_1,CM_0dpi_2,CM_0dpi_3,CM_1dpi_1,CM_1dpi_2,CM_1dpi_3,CM_3dpi_1,CM_3dpi_2,CM_3dpi_3,CM_6dpi_1,CM_6dpi_2,CM_6dpi_3
KAF2210981,27848,24326,11449,2,6,12,0,0,2,21,2,5,55,91,47
KAF2210982,1045,1099,924,0,0,0,0,2,0,10,2,6,10,49,19
EFT00053797978,7,9,12,0,0,0,0,0,0,0,0,0,0,2,1
KAF2210983,4707,4193,3016,2,0,1,0,0,2,22,0,6,50,90,42
KAF2210984,186,175,228,0,0,0,0,0,0,0,0,0,2,5,5
KAF2210985,823,713,2272,2,0,2,2,0,0,2,0,0,34,72,25
KAF2210986,1084,887,1105,0,0,0,4,0,2,0,2,2,26,26,29
KAF2210987,71,57,115,2,0,0,0,0,0,0,0,2,17,33,1
KAF2210988,771,980,1604,0,0,0,0,0,0,0,2,0,10,34,20
KAF2210989,334,352,914,0,0,0,0,0,0,2,4,0,10,13,8
KAF2210990,1327,1073,990,0,0,2,2,0,0,10,6,6,23,41,24
KAF2210991,971,861,816,2,0,0,0,0,0,2,0,0,14,4,4
KAF2210992,140,120,279,0,0,0,2,0,0,0,0,0,13,18,4
KAF2210993,25,24,83,0,0,0,0,0,0,2,0,0,2,6,2
KAF2210994,416,438,613,0,0,0,0,2,0,6,0,0,34,57,31
KAF2210995,6,3,16,0,0,0,0,0,0,0,0,0,0,0,1
KAF2210996,751,672,311,0,0,0,0,0,0,1,1,0,3,35,9
KAF2210997,1208,821,476,0,0,0,0,0,0,4,0,2,14,25,3
KAF2210998,5568,5053,2880,0,2,0,4,2,2,9,8,4,54,140,49
KAF2210999,543,498,1060,0,0,2,0,0,4,10,2,7,21,39,16
KAF2211000,175,202,334,0,0,0,0,0,0,2,2,0,9,9,7
KAF2211001,174,187,277,0,0,0,0,0,0,2,0,0,8,27,8
KAF2211002,184,151,261,0,0,0,0,0,0,0,0,0,15,40,5
KAF2211003,13273,12793,9314,0,4,2,8,10,16,114,33,42,431,992,434
KAF2211004,220,163,137,0,0,0,0,0,2,0,0,0,6,10,6
KAF2211005,419,397,497,0,0,0,0,0,2,2,2,0,17,26,16
KAF2211006,12404,10693,8842,4,6,2,0,1,7,38,15,19,129,214,103
KAF2211007,124,103,49,0,0,0,0,0,0,6,3,4,1,9,6
KAF2211008,78043,72496,18993,10,4,14,0,0,4,57,5,7,105,291,136
KAF2211009,1984,1713,1402,2,2,0,2,0,0,4,0,2,41,75,38
KAF2211010,1103,1265,1808,0,0,0,0,0,2,10,6,2,26,28,14
KAF2211011,7460,6257,4372,4,0,4,0,0,4,10,2,8,33,54,15
KAF2211012,2245,1920,1475,2,0,0,0,0,0,5,4,3,20,44,19
KAF2211013,190,177,193,2,0,0,0,0,0,0,0,1,12,14,2
KAF2211014,8418,8035,6218,2,0,1,0,1,2,4,0,4,30,70,22
KAF2211015,32209,30953,8996,6,2,10,4,0,6,32,10,6,104,212,111
KAF2211016,226,221,468,0,0,0,0,0,2,2,2,0,11,18,12
KAF2211017,31,26,39,0,0,0,0,0,0,0,0,0,0,5,3
KAF2211018,208,208,182,0,0,0,0,0,0,16,6,6,32,44,39
KAF2211019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KAF2211020,3857,4337,8004,0,0,0,0,0,0,7,0,4,35,21,31
KAF2211021,4674,5250,6427,0,0,0,0,0,0,12,0,5,25,48,34
KAF2211022,629,453,570,0,0,0,0,0,2,11,0,6,35,99,22
KAF2211023,1396,1805,3650,0,0,4,0,0,4,12,2,4,26,39,12
KAF2211024,236,198,379,0,0,0,0,0,0,3,2,2,11,26,10
KAF2211025,2230,2087,2623,0,0,2,0,0,0,0,0,2,6,9,12
KAF2211026,1621,1393,606,0,4,0,0,0,2,9,2,2,27,47,19
KAF2211027,1193,996,498,2,0,0,0,0,0,8,2,4,26,37,22
KAF2211028,829,1163,1510,0,0,0,0,0,0,0,0,1,10,23,5
KAF2211029,20,24,42,0,0,0,0,0,0,0,0,0,2,6,4
KAF2211030,199,188,332,0,0,0,0,0,0,0,0,0,7,3,4
KAF2211031,1654,1708,2757,0,0,2,4,0,4,2,2,4,20,77,11
KAF2211032,3240,2963,2828,3,0,7,0,2,2,20,6,4,67,158,78
KAF2211033,50248,48433,28473,20,14,16,6,6,0,28,10,6,119,192,84
KAF2211034,1641,1453,1264,0,0,0,0,0,0,4,2,1,14,32,6
KAF2211035,1946,1956,1301,0,2,0,0,0,4,4,0,0,32,57,34
KAF2211036,6036,6464,11172,8,6,2,0,4,0,43,22,28,153,331,118
KAF2211037,343,297,472,0,0,4,0,0,0,1,0,5,5,12,6
KAF2211038,2219,2331,5784,0,0,2,2,0,0,2,0,7,7,7,5
KAF2211039,560,895,3128,0,0,0,0,0,0,0,0,0,0,0,0
KAF2211040,3015,3355,4229,4,0,2,0,0,0,2,0,0,13,16,13
KAF2211041,556,404,463,0,0,2,0,2,0,8,0,0,23,50,17
KAF2211042,1288,1305,1173,0,0,2,0,0,0,0,2,0,12,26,6
KAF2211043,7931,6982,3074,4,0,5,2,2,0,30,12,4,86,189,68
KAF2211044,48,59,74,0,0,0,0,0,0,0,0,0,0,2,2
KAF2211045,1007,939,1211,0,0,4,0,0,0,25,2,14,62,127,58
KAF2211046,276,278,379,0,0,0,0,0,0,6,0,2,16,72,30
KAF2211047,148,131,131,0,0,0,0,0,0,0,0,0,3,9,2
KAF2211048,2582,2707,4047,0,0,0,0,0,2,2,1,0,4,7,12
KAF2211049,1059,1143,2038,0,0,0,6,0,0,4,0,0,8,4,4
KAF2211050,369,397,620,0,0,0,0,0,0,2,0,0,0,0,2
KAF2211051,512,413,566,0,0,0,2,0,6,4,0,0,10,16,7
KAF2211052,778,748,831,0,2,0,0,0,2,8,2,6,29,34,12
KAF2211053,169,160,243,0,0,0,0,0,0,2,0,0,4,7,7
KAF2211054,17118,15802,10393,4,6,12,14,16,22,134,72,56,668,1553,735
KAF2211055,939,821,1670,0,2,0,0,2,0,7,4,2,44,78,40
KAF2211056,920,982,1674,0,0,0,0,0,0,8,0,3,42,63,19
KAF2211057,80,90,118,0,0,0,2,0,0,0,0,0,0,1,0
KAF2211058,1044,888,1101,0,0,0,0,0,0,22,0,2,27,101,54
KAF2211059,1646,1498,1591,0,0,0,0,0,0,15,3,2,27,43,22
KAF2211060,91,70,137,0,0,0,0,0,0,0,0,0,2,4,6
KAF2211061,28072,26542,16250,4,8,10,3,2,6,25,3,23,92,144,81
KAF2211062,325,389,336,0,0,0,0,0,0,0,0,2,0,1,0
KAF2211063,15177,13311,6506,0,2,2,8,4,2,68,18,31,154,415,196
KAF2211064,282,302,391,0,0,0,0,0,2,4,0,0,6,5,0
KAF2211065,3454,3307,4076,2,0,0,0,4,2,59,10,10,113,275,97
KAF2211066,410,293,425,0,0,2,0,0,1,8,0,0,16,48,13
KAF2211067,48,17,42,0,0,0,0,0,0,2,0,0,0,3,0
KAF2211068,880,779,725,0,0,0,0,0,1,6,2,2,33,35,31
KAF2211069,174,145,296,0,0,0,0,0,0,2,6,2,14,23,16
KAF2211070,1068,965,1049,0,0,0,0,0,0,3,0,2,12,29,14
KAF2211071,5081,4628,5696,1,0,0,0,0,1,20,2,6,40,128,52
KAF2211072,6025,5345,6736,1,0,2,0,0,5,12,8,15,71,138,26
KAF2211073,132,107,149,0,0,0,0,0,0,1,2,0,6,18,4
KAF2211074,6558,7184,7887,10,2,0,6,0,15,48,36,16,258,669,333
KAF2211075,1265,1333,2852,0,0,0,2,0,2,5,2,5,16,32,10
KAF2211076,174,149,240,0,0,0,0,0,0,2,0,10,1,10,0
KAF2211077,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0
KAF2211078,757,649,772,0,0,0,0,0,0,19,7,9,24,50,36
KAF2211079,181,144,193,0,0,0,0,0,0,6,2,2,12,26,8
KAF2211080,339,271,146,0,0,0,0,0,0,2,4,0,15,13,6
KAF2211081,153,117,73,0,0,0,0,0,0,2,0,0,2,9,1
KAF2211082,343,270,105,0,0,0,0,0,0,0,0,0,4,2,3
KAF2211083,484,426,198,0,0,0,0,0,1,0,0,0,4,25,6
KAF2211084,361,315,188,0,0,0,0,0,0,0,2,0,4,2,2
KAF2211085,11698,9797,3693,8,0,8,4,4,6,18,4,8,62,111,38
KAF2211086,116,75,108,0,0,0,0,0,0,0,0,0,0,8,5
KAF2211087,22728,20643,14720,10,8,25,26,6,22,245,49,87,809,1998,919
KAF2211088,78,84,187,0,0,0,0,0,1,0,0,0,10,6,4
KAF2211089,43,29,69,0,0,0,0,0,0,0,0,0,0,4,2
KAF2211090,2,0,8,0,0,0,0,0,0,0,0,0,0,0,0
KAF2211091,534,460,586,0,0,0,2,1,0,12,0,4,38,89,35
KAF2211092,1321,1145,889,0,0,0,0,0,2,2,2,8,12,40,12
KAF2211093,2,4,16,0,0,0,0,0,0,0,0,0,4,4,0
KAF2211094,34,38,64,0,0,0,0,0,0,2,0,0,3,6,0
KAF2211095,63,53,85,0,0,0,0,0,0,2,0,0,2,8,8
KAF2211096,2271,2329,2230,0,0,0,0,0,0,14,2,2,31,48,29
KAF2211097,8664,8129,5349,2,6,1,0,4,6,49,6,2,61,99,57
KAF2211098,632,739,1580,0,0,0,0,0,0,6,2,0,31,143,50
KAF2211099,1884,1529,3704,0,0,0,4,0,6,29,15,20,61,138,60
KAF2211100,23591,20962,7763,0,4,0,1,2,2,22,20,7,73,113,48
KAF2211101,9236,8114,4432,0,4,0,2,2,0,30,11,10,63,74,34
KAF2211102,41,29,72,0,0,0,0,0,0,0,0,0,15,39,32
KAF2211103,4271,3765,2603,0,0,0,2,2,2,29,6,8,38,88,34
KAF2211104,58643,58651,14773,3,6,2,0,0,0,2,4,2,10,21,6
KAF2211105,58,62,36,0,0,0,0,0,0,0,0,0,2,0,2
KAF2211106,182,117,160,0,0,0,0,0,0,2,0,0,6,4,4
KAF2211107,1450,1247,933,0,0,0,0,0,0,12,4,0,16,23,16
KAF2211108,16703,14956,10422,4,2,1,6,0,6,6,0,4,35,77,47
KAF2211109,3238,2884,2311,0,0,2,0,2,0,12,2,4,42,79,20
KAF2211110,76,61,98,0,0,0,0,0,0,0,0,2,0,2,0
KAF2211111,5213,4941,3736,0,0,2,2,2,6,22,6,14,141,236,113
KAF2211112,6495,5874,3308,0,0,2,0,0,0,2,0,7,25,40,29
KAF2211113,702,607,1326,0,0,0,0,2,2,205,52,93,383,1026,515
KAF2211114,1341,1236,3305,0,0,0,0,0,0,32,2,0,38,111,38
KAF2211115,96,105,131,0,0,0,0,0,2,0,2,0,0,4,2
KAF2211116,2071,2118,6877,0,0,0,0,0,0,27,2,10,53,126,61
KAF2211117,1081,1130,864,0,0,0,2,0,1,5,3,2,20,37,24
KAF2211118,9811,9455,4733,2,1,6,10,0,2,12,4,6,43,102,54
KAF2211119,1102,1081,2081,0,1,0,0,0,0,10,0,4,30,42,10
KAF2211120,934,864,2528,0,2,2,1,0,1,22,0,7,15,57,8
KAF2211121,946,862,1713,2,0,2,2,1,2,35,5,10,55,129,58
KAF2211122,38,56,124,0,0,0,0,0,0,4,0,0,2,4,4
KAF2211123,945,885,1398,0,0,0,0,2,1,8,2,2,18,42,22
KAF2211124,67862,57176,21256,12,5,26,2,2,14,62,11,50,160,337,100
KAF2211125,33922,26800,13219,4,3,9,19,1,4,106,24,40,275,556,212
KAF2211126,352,274,218,2,0,0,2,0,0,0,0,0,0,3,7
KAF2211127,1821,1738,880,0,0,0,0,0,0,0,2,8,9,24,17
KAF2211128,3330,3181,1032,0,2,0,0,0,2,4,0,5,9,18,6
KAF2211129,285,407,839,0,0,0,0,0,0,10,2,2,25,61,19
KAF2211130,496,453,876,0,0,0,0,0,0,10,0,4,14,37,27
KAF2211131,617,548,899,0,0,0,2,0,0,8,2,10,21,16,10
KAF2211132,8,4,13,0,0,0,0,0,0,0,0,0,0,0,2
KAF2211133,18,14,24,0,0,0,0,0,0,1,0,0,0,0,0
KAF2211134,5531,5265,4553,4,2,0,0,2,2,21,2,9,68,96,23
KAF2211135,484,424,769,0,0,0,0,1,0,12,1,0,27,88,45
KAF2211136,425,368,653,0,0,0,0,0,0,0,10,0,8,39,16
KAF2211137,2526,2168,2742,2,6,0,8,2,0,18,4,2,20,94,29
KAF2211138,2157,3031,9220,0,0,0,0,0,0,2,0,2,4,0,2
KAF2211139,0,6,8,0,0,0,0,0,0,0,0,0,2,2,0
KAF2211140,549,410,202,0,0,0,0,2,0,9,1,1,69,88,80
KAF2211141,1601,2220,4703,0,0,1,0,0,0,1,0,0,10,9,4
KAF2211142,1710,1777,2348,0,0,0,0,0,1,10,2,4,38,57,42
KAF2211143,326,315,496,0,0,0,0,0,0,6,6,0,22,38,18
KAF2211144,972,1135,1033,0,0,0,0,0,2,14,4,2,38,129,62
KAF2211145,681,654,989,0,0,0,0,0,0,4,0,0,10,8,10
KAF2211146,1618,1434,1954,0,0,0,0,0,0,28,13,25,78,110,62
KAF2211147,121,73,307,0,1,0,0,0,0,13,5,9,12,30,13
KAF2211148,283,269,83,0,0,0,2,0,0,0,4,0,0,8,0
KAF2211149,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
KAF2211150,2,2,3,0,0,0,0,0,0,4,0,0,0,0,0
KAF2211151,466,502,640,0,0,0,0,0,0,0,0,0,10,21,6
KAF2211152,35,26,20,0,0,0,0,0,0,0,0,0,2,2,0
KAF2211153,234,231,216,0,0,0,0,0,0,6,1,0,8,14,12
KAF2211154,27,7,22,0,0,0,1,0,0,0,0,0,0,2,0
KAF2211155,15,13,14,0,0,0,0,0,0,0,0,0,0,0,0
KAF2211156,1576,1358,1749,0,2,0,0,0,2,8,1,4,55,86,47
KAF2211157,207,160,107,0,0,0,0,0,0,2,0,0,3,7,7
KAF2211158,76,85,74,0,0,0,2,0,0,2,0,0,0,1,1
KAF2211159,1952,1615,1347,0,0,4,2,3,0,9,5,2,21,43,28
KAF2211160,45,24,24,0,0,0,0,0,0,0,0,0,2,2,4
KAF2211161,15611,14803,2687,2,2,2,0,0,4,22,10,4,26,78,18
KAF2211162,45,41,43,0,0,0,0,0,0,0,0,0,0,4,0
KAF2211163,2547,2408,1861,0,2,0,2,2,4,23,6,2,63,168,68
KAF2211164,294,278,76,0,0,0,0,0,0,0,2,2,4,2,2
KAF2211165,24656,19597,10848,16,18,8,2,0,4,6,2,0,103,130,127
KAF2211166,318,286,888,0,0,0,2,0,0,0,2,0,18,60,38
KAF2211167,160,104,239,0,0,0,2,0,0,44,6,6,112,326,201
KAF2211168,1569,1361,1382,0,0,0,1,0,0,6,0,2,17,31,1
KAF2211169,327,318,412,0,0,0,0,0,0,2,0,4,14,12,13
KAF2211170,742,669,1077,0,0,0,0,0,2,21,6,2,66,135,58
KAF2211171,158,155,160,0,0,0,0,2,0,5,4,2,8,40,3
KAF2211172,1063,769,193,0,2,2,0,0,2,0,0,0,7,18,10
KAF2211173,13089,10527,9120,4,2,4,10,12,18,189,56,67,329,699,330
KAF2211174,1152,888,1051,6,0,0,0,0,2,23,3,1,37,67,33
KAF2211175,2856,2498,1919,0,3,0,4,2,0,41,22,2,88,211,55
KAF2211176,377,414,570,0,0,0,0,0,2,4,0,0,6,30,10
KAF2211177,7685,6855,4397,4,2,4,0,0,8,18,0,8,64,78,37
KAF2211178,6152,5908,4872,0,0,4,2,2,0,20,4,0,56,88,28
KAF2211179,3729,3695,3496,2,0,0,6,2,2,21,10,12,98,256,119
KAF2211180,315,248,149,0,0,0,0,0,0,4,0,0,5,11,1
EFT00053797979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KAF2211181,231,166,174,0,0,0,0,0,0,0,0,0,5,15,4
KAF2211182,972,780,850,0,0,0,2,2,0,8,2,8,15,37,11
KAF2211183,30618,35006,54597,22,6,14,20,18,23,143,62,29,738,2321,825
KAF2211184,6,8,10,0,0,0,0,0,0,0,0,0,0,0,0
KAF2211185,114,134,38,0,0,0,0,0,0,0,0,0,0,4,2
KAF2211186,690,594,983,0,0,0,2,0,2,2,6,4,31,68,42
KAF2211187,12,3,13,0,0,0,0,0,0,0,0,0,3,1,1
KAF2211188,1993,1585,2148,8,3,0,2,2,2,34,16,16,115,285,101
KAF2211189,649,538,348,0,0,0,0,0,0,4,1,0,14,51,28
KAF2211190,2025,1668,740,0,2,0,2,0,2,10,2,6,41,69,20
KAF2211191,453,343,390,0,0,0,4,0,2,24,3,1,10,36,6
KAF2211192,144,156,146,0,0,0,0,0,0,2,0,3,3,14,9
KAF2211193,101,87,111,0,0,0,0,0,0,0,0,0,5,6,4
KAF2211194,638,580,532,0,0,0,0,0,0,0,0,1,1,3,1
KAF2211195,72,63,114,0,0,0,0,0,0,0,0,0,4,7,0
KAF2210768,7903,10262,18195,0,0,0,8,0,14,128,26,22,282,558,264
KAF2210769,2407,2124,1731,2,2,0,4,0,2,6,2,14,57,67,36
KAF2210770,2268,1827,1987,1,0,4,0,2,4,17,2,9,39,104,22
KAF2210771,299,243,311,0,0,0,0,0,0,2,1,1,6,21,2
KAF2210772,788,614,685,0,0,0,2,0,0,10,4,0,17,74,30
KAF2210773,205,188,263,0,0,0,0,0,0,6,0,0,0,9,8
KAF2210774,140,147,167,0,0,0,0,0,0,4,1,1,0,8,0
KAF2210775,227,170,217,0,0,0,0,0,0,6,1,0,1,9,3
KAF2210776,9813,9490,7494,4,0,5,0,0,3,14,4,12,51,86,33
KAF2210777,680,598,800,0,0,0,0,0,2,24,8,6,81,184,73
KAF2210778,1632,1460,1370,2,0,2,0,4,2,14,10,4,45,88,68
KAF2210779,235,206,289,0,0,0,0,0,0,2,0,0,17,8,13
KAF2210780,599,714,1227,4,0,0,2,10,0,2,2,0,33,34,5
KAF2210781,5113,4069,2711,2,0,0,2,2,4,4,2,3,41,79,30
KAF2210782,1398,1403,1848,0,0,0,0,0,4,16,6,2,40,78,51
KAF2210783,3323,2848,2963,0,0,0,3,2,10,74,48,28,237,251,204
KAF2210784,1560,1505,1731,3,2,0,0,0,4,6,4,0,33,33,13
KAF2210785,1353,1327,1874,0,2,2,0,2,2,9,2,2,44,91,48
KAF2210786,101,75,152,0,0,0,0,0,2,2,0,0,6,17,4
KAF2210787,1386,1160,1371,4,0,2,0,2,0,6,2,3,34,68,28
KAF2210788,1409,1199,1742,0,2,0,2,0,0,14,10,11,48,142,68
KAF2210789,1793,1665,1453,2,0,0,0,0,0,12,5,4,21,43,26
KAF2210790,3746,4014,2225,2,3,0,0,0,0,12,0,4,31,103,44
KAF2210791,3381,3257,2771,0,0,0,0,0,1,9,2,4,48,89,19
KAF2210792,4507,3848,2997,0,2,0,2,0,7,31,12,4,110,249,85
KAF2210793,2436,2172,1732,0,2,2,0,0,0,8,2,8,34,64,24
KAF2210794,227,179,208,0,2,0,0,0,0,5,2,2,15,43,23
KAF2210795,5053,4899,2800,2,2,2,4,2,4,22,4,12,60,110,54
KAF2210796,427,448,595,0,0,0,0,0,0,4,0,0,32,41,21
KAF2210797,775,852,1132,0,0,2,2,0,2,2,0,2,4,28,13
KAF2210798,2422,1972,1613,2,0,0,0,0,0,7,4,4,32,91,38
KAF2210799,130,147,324,0,0,0,0,0,0,4,0,0,17,80,39
KAF2210800,723,501,546,0,0,0,2,0,2,8,10,4,22,58,27
KAF2210801,895,792,1209,0,0,0,2,0,0,10,2,4,43,124,62
KAF2210802,3577,2791,1699,4,0,0,0,2,0,8,0,2,52,113,51
KAF2210803,2015,1756,1092,0,0,0,0,0,0,7,0,2,27,37,20
KAF2210804,3904,3487,2485,0,0,0,6,4,6,18,4,6,92,189,84
KAF2210805,6265,4739,3338,0,0,4,0,0,10,30,4,4,44,100,76
KAF2210806,12,16,30,0,0,0,0,0,0,0,0,0,0,2,0
KAF2210807,4831,3652,1955,0,0,0,0,0,6,4,6,2,29,54,28
KAF2210808,1500,1003,440,2,0,2,2,0,2,11,0,0,28,74,25
KAF2210809,166,172,289,0,0,0,0,0,0,11,2,2,32,52,14
KAF2210810,943,820,933,0,0,0,0,0,0,18,0,6,20,55,37
KAF2210811,799,635,677,0,0,0,0,0,4,16,2,6,60,136,59
KAF2210812,358,330,642,0,0,0,0,0,0,3,0,1,18,26,6
KAF2210813,1128,1072,1378,0,0,0,0,0,1,7,0,0,20,40,25
KAF2210814,54125,58059,76373,2,2,4,23,8,12,109,36,75,494,934,430
KAF2210815,21314,18309,9882,5,6,2,4,0,4,13,0,6,54,83,24
KAF2210816,9014,8187,5725,0,0,2,4,0,0,12,8,0,44,109,45
KAF2210817,467,448,557,0,0,0,2,0,1,1,0,2,11,62,40
KAF2210818,3389,4032,6339,0,0,0,14,5,8,64,20,12,130,283,191
KAF2210819,382,360,460,0,0,1,0,0,3,13,1,7,13,33,16
KAF2210820,437,408,376,0,0,0,0,0,2,7,5,1,16,36,26
KAF2210821,4174,3622,1246,2,0,6,0,0,6,17,28,12,95,205,100
KAF2210822,476,363,544,0,0,0,2,0,2,2,4,2,14,37,8
KAF2210823,4912,4888,2815,6,7,4,2,0,0,12,10,6,91,224,93
KAF2210824,1937,1559,1238,0,0,0,4,0,0,2,0,2,45,47,47
KAF2210825,4857,4321,2558,12,2,2,2,0,0,12,4,2,59,158,52
KAF2210826,1326,1139,1512,0,0,0,0,0,2,4,0,1,23,21,4
KAF2210827,562,415,419,0,0,0,0,0,2,5,0,1,14,38,20
KAF2210828,691,533,395,1,0,0,0,0,0,0,0,3,9,11,11
KAF2210829,1586,1622,1862,3,0,2,4,0,9,24,2,4,81,146,95
KAF2210830,793,652,631,0,0,0,2,0,0,6,0,2,19,50,18
KAF2210831,1563,1370,1048,0,0,0,6,0,0,10,0,7,43,116,64
KAF2210832,1504,1479,1248,0,0,0,0,0,0,8,0,0,1,21,8
KAF2210833,8696,8733,6799,0,2,0,4,0,0,21,0,6,39,115,28
KAF2210834,804,901,1608,0,0,1,0,0,2,2,2,2,19,50,27
KAF2210835,205,194,367,0,0,0,0,0,0,2,0,2,10,24,15
KAF2210836,5812,4816,4000,0,4,2,0,3,6,15,8,18,86,227,105
KAF2210837,3160,2744,2019,0,2,4,0,0,0,20,10,12,84,176,60
KAF2210838,2411,2209,2317,0,2,0,2,2,0,24,11,5,65,89,60
KAF2210839,1615,1434,2373,0,0,1,2,0,0,13,14,6,35,66,21
KAF2210840,697,524,494,0,0,0,0,0,0,5,0,4,8,44,6
KAF2210841,5950,5067,1752,5,0,0,0,0,0,8,4,4,28,38,16
KAF2210842,2420,1928,1086,0,2,0,2,0,0,22,4,1,29,69,36
KAF2210843,5950,5222,2828,0,0,2,0,0,0,6,2,2,36,50,33
KAF2210844,2000,1584,1183,2,2,2,4,0,1,7,2,2,29,52,15
KAF2210845,2228,1898,1662,2,0,0,0,0,0,10,0,0,22,39,19
KAF2210846,19330,17924,13941,8,4,2,10,4,2,110,32,35,199,424,168
KAF2210847,3893,4001,2815,0,0,2,3,2,2,20,4,0,60,103,67
KAF2210848,191,173,218,0,0,0,0,0,0,1,0,0,2,6,4
KAF2210849,6500,6536,9321,0,2,0,2,0,0,38,8,10,81,164,60
KAF2210850,281,327,301,0,0,0,0,0,0,8,0,0,19,18,6
KAF2210851,1946,2010,2826,2,0,2,0,4,0,20,8,4,70,147,49
KAF2210852,856,777,985,2,0,2,2,2,8,26,8,17,33,104,35
KAF2210853,3643,3308,2366,0,2,0,0,0,2,22,4,8,82,155,72
KAF2210854,4225,3989,4832,0,0,2,2,4,10,20,6,4,34,79,43
KAF2210855,364,291,475,0,0,0,0,2,0,2,0,6,16,38,29
KAF2210856,2474,2099,1834,2,0,2,2,4,2,9,0,6,28,36,14
KAF2210857,3632,3253,2930,0,0,2,0,4,4,18,17,8,62,152,51
KAF2210858,3279,2984,1453,0,0,2,0,2,2,12,1,6,76,175,62
KAF2210859,1492,1326,803,0,2,0,0,0,4,24,4,6,51,100,44
KAF2210860,1402,1846,2502,0,0,0,2,2,0,8,6,0,56,189,82
KAF2210861,1887,2410,4597,2,2,0,1,2,6,9,2,0,55,145,61
KAF2210862,7276,6476,4454,0,0,2,0,0,2,1,4,2,20,56,13
KAF2210863,6491,6150,5259,4,2,2,0,4,4,14,0,8,39,91,28
KAF2210864,4488,4221,1327,2,5,2,4,8,0,17,12,4,20,93,32
KAF2210865,1536,1353,2499,4,0,2,0,2,0,0,0,0,7,44,11
KAF2210866,7518,6740,2563,2,2,2,6,0,0,6,0,5,16,41,14
KAF2210867,2772,1877,412,0,0,0,0,0,0,8,0,4,13,34,9
KAF2210868,3383,3307,3036,0,0,2,0,2,0,6,0,4,10,40,0
KAF2210869,320,296,336,0,0,0,0,0,2,2,3,4,15,35,7
KAF2210870,412,374,366,0,0,0,0,0,4,89,50,34,442,602,386
KAF2210871,2,7,6,0,0,0,0,0,0,0,0,0,0,0,0
KAF2210872,1599,1576,2342,0,0,0,0,0,0,6,4,4,29,61,28
KAF2210873,249,238,447,0,0,0,0,0,0,0,0,2,17,6,5
KAF2210874,2318,2268,1918,0,2,0,0,0,0,13,2,3,28,72,24
KAF2210875,74,43,78,0,0,0,0,0,0,0,0,0,7,3,5
KAF2210876,902,790,557,0,2,0,0,2,0,10,6,4,17,53,18
KAF2210877,23,14,16,0,0,0,0,0,0,1,0,0,0,1,3
KAF2210878,1221,1137,1168,0,0,0,0,0,0,13,2,10,44,111,37
KAF2210879,353,329,548,0,0,0,0,0,4,12,0,6,27,42,12
KAF2210880,5082,4129,2640,2,4,2,0,0,2,16,0,8,29,55,30
KAF2210881,2209,2119,1760,0,0,0,0,0,0,18,0,4,26,64,42
KAF2210882,1871,1714,684,0,0,0,2,0,0,4,0,0,2,44,11
KAF2210883,985,767,504,0,0,0,0,0,0,4,0,2,16,46,26
KAF2210884,3418,3065,2797,3,0,0,4,0,6,19,8,2,75,124,59
KAF2210885,300,259,376,0,0,0,0,0,2,2,0,3,8,23,11
KAF2210886,24,21,35,0,0,0,1,0,0,0,0,0,0,1,0
KAF2210887,130,131,190,0,0,0,0,0,0,4,0,0,4,2,3
KAF2210888,2724,2517,3206,4,2,2,0,0,0,13,4,4,56,103,52
KAF2210889,860,847,709,2,0,0,0,0,0,6,1,0,8,3,5
KAF2210890,617,487,605,0,4,0,2,0,2,10,2,8,24,58,11
KAF2210891,174,205,202,0,0,0,0,0,0,2,2,0,0,7,4
KAF2210892,347,325,297,0,0,0,0,0,4,9,2,5,24,52,13
KAF2210893,501,487,525,0,0,0,2,0,0,13,4,6,40,73,39
KAF2210894,453,384,429,0,0,0,0,0,1,4,4,0,20,38,30
KAF2210895,5666,5760,4065,2,0,2,2,4,4,10,4,8,43,96,35
KAF2210896,335,317,336,0,0,0,0,0,2,2,2,0,6,38,10
KAF2210897,1323,1205,1417,2,0,0,2,0,2,19,2,5,32,82,40
KAF2210898,3242,3360,5171,0,0,1,3,0,0,20,4,9,42,91,39
KAF2210899,11909,12888,8869,0,0,0,0,0,2,15,4,5,55,116,44
KAF2210900,9003,10330,10644,0,2,4,6,0,0,8,2,4,53,100,51
KAF2210901,16735,14840,11172,4,6,21,18,12,28,168,48,62,692,1628,726
KAF2210902,739,560,462,0,0,0,0,0,0,2,2,2,6,22,5
KAF2210903,3343,2938,1860,0,0,1,0,0,0,20,8,16,75,162,63
KAF2210904,2986,2436,1695,0,2,2,0,0,0,22,9,9,57,126,57
KAF2210905,1179,828,1540,0,0,0,0,0,0,2,0,2,5,6,18
KAF2210906,8,2,10,0,0,0,0,0,0,0,0,0,0,0,0
KAF2210907,6530,5808,3461,0,2,2,6,0,2,19,6,11,78,113,64
KAF2210908,3677,3723,1922,6,0,2,2,0,2,12,6,10,26,67,33
KAF2210909,414,323,566,0,0,0,2,2,0,14,4,2,28,98,18
